mass,log_mass,year,reclat,reclong,fall,recclass
19.2,2.954910279033736,1997,-84.0,168.0,Found,L6
58.95,4.07668962698338,1988,-72.0,26.0,Found,H4
1079.28,6.984049431130561,1988,-72.0,26.0,Found,L4
55.0,4.007333185232471,1992,27.59139,3.98806,Found,L5
97000.0,11.48246625748552,1954,-14.3675,-43.02278,Found,"Iron, IIIAB"
1.77,0.5709795465857378,1993,-72.98167,160.43778,Found,H3.2
180.08,5.193401196598477,1988,-72.0,26.0,Found,H4
58.0,4.060443010546419,2001,18.32833,54.035,Found,H5
7.7,2.0412203288596382,1993,-84.57559,162.56586,Found,H6
5.09,1.6272778305624314,1979,-71.5,35.66667,Found,H4/5
5496.0,8.611775833902186,1999,20.9655,57.32083,Found,H5
10.61,2.3617969526258915,1988,-72.0,26.0,Found,H6
1.7,0.5306282510621704,1993,-84.0,168.0,Found,H6
18.3,2.9069010598473755,1997,-84.0,168.0,Found,LL5
0.77,-0.2613647641344075,2006,-72.781944,75.300556,Found,L5
93.2,4.534747721691546,1987,-84.354,161.38306,Found,H5
37.06,3.6125382208572137,2000,-79.68333,155.75,Found,L5
13000.0,9.472704636443673,1972,37.06667,-98.66167,Found,L6
5.8,1.7578579175523736,1990,-76.28392,156.47398,Found,L6
213.4,5.363168338867653,2006,0.0,0.0,Found,H5
202.0,5.308267697401205,2010,0.0,0.0,Found,CV3
474.0,6.161207321695077,1989,21.55,1.68333,Found,H5
7.04,1.951608170169951,1977,-76.71667,159.66667,Found,H5
1.73,0.5481214085096876,1979,-71.5,35.66667,Found,H4/5
452.6,6.115008733199437,2009,0.0,0.0,Found,Martian (nakhlite)
62.0,4.127134385045092,2001,19.11167,54.82833,Found,H6
1.3,0.26236426446749106,1991,-72.9548,160.49243,Found,L7
3.0,1.0986122886681098,1988,-84.25439,161.3875,Found,H6
30.0,3.4011973816621555,2003,19.045,54.39333,Found,L/LL6
13.0,2.5649493574615367,2010,0.0,0.0,Found,LL6
43.0,3.7612001156935624,1991,29.73972,4.22139,Found,H5/6
14.15,2.649714624089247,1979,-71.5,35.66667,Found,H4/5
90000.0,11.407564949312402,1961,19.83333,51.25,Found,H5
27.1,3.299533727885655,1994,-84.0,168.0,Found,L5
21.6,3.0726933146901194,1999,-84.0,168.0,Found,H6
4.07,1.4036429994545037,1998,0.0,0.0,Found,LL-melt breccia
25.3,3.2308043957334744,1997,-84.0,168.0,Found,LL5
72.2,4.279440045898781,1992,-76.2201,158.37606,Found,L6
236.0,5.4638318050256105,1991,-25.73333,142.95,Found,LL6
8.1,2.0918640616783932,2009,0.0,0.0,Found,LL5
18.2,2.9014215940827497,1973,33.71667,-103.65,Found,L6
173.0,5.153291594497779,2011,32.76277,9.86542,Found,H6
1.85,0.6151856390902335,1975,-71.5,35.66667,Found,L6
8.41,2.1294214739848565,1974,-71.5,35.66667,Found,H6
36.8,3.6054978451748854,2007,18.24983,53.99637,Found,L~6
53.25,3.9749978045895347,1987,-72.0,26.0,Found,L6
29.9,3.3978584803966405,1991,-85.66561,-68.30703,Found,EH3
82.19,4.409033640160408,1998,0.0,0.0,Found,H4
4.77,1.5623463049002497,1979,-71.5,35.66667,Found,H5
11.08,2.405141681319138,1998,0.0,0.0,Found,H4
17.81,2.87976009730157,2003,-72.94861,75.265,Found,L6
1.2,0.1823215567939546,1993,-84.0,168.0,Found,L5
1.19,0.17395330712343798,2002,-84.21667,160.5,Found,H5
61.13,4.113002744040634,2006,21.3623,58.41178,Found,LL3-5
682.0,6.525029657843462,1990,27.63333,4.3,Found,H5
4.96,1.601405740736836,2000,-79.68333,155.75,Found,"Iron, IIIAB"
48.5,3.8815637979434374,1993,-84.59234,162.23514,Found,L5
15.3,2.72785282839839,1994,-84.0,168.0,Found,H5
237.0,5.4680601411351315,1991,27.56111,4.05556,Found,H6
5.71,1.742219023667919,1979,-71.5,35.66667,Found,H5
873.0,6.771935555839602,2001,27.76667,4.01667,Found,L5
17.9,2.884800712846709,2009,0.0,0.0,Found,LL5
8.3,2.1162555148025524,1988,-84.2527,161.41326,Found,H6
117.49,4.766353223579481,1988,-72.0,26.0,Found,H4
30000.0,10.308952660644293,2002,25.4075,0.13639,Found,L4
843.0,6.736966958001855,1996,28.62217,13.3205,Found,L5
1.33,0.28517894223366247,2006,-72.774722,75.34,Found,H5
31.4,3.4468078929142076,1988,-84.21667,160.5,Found,H5
64.14,4.161068194265009,1984,-71.5,35.66667,Found,H4
28600.0,10.261161996807944,1903,30.0,-109.66667,Found,"Iron, IIIAB"
376.0,5.929589143389895,2000,27.13333,16.01667,Found,H5
59.1,4.079230924412053,1987,-76.28283,156.43624,Found,L6
896.9,6.798944373123957,1996,-79.68333,159.75,Found,L6
24500.0,10.106428396532818,1971,27.0,-105.25,Found,H4
29.9,3.3978584803966405,1999,-84.0,168.0,Found,LL5
14.1,2.6461747973841225,1986,-84.27855,161.6194,Found,H5
226.98,5.424861907872993,1988,-72.0,26.0,Found,L6
3.5,1.252762968495368,1997,-84.0,168.0,Found,LL5
9.0,2.1972245773362196,1987,-76.18333,157.16667,Found,L6
2500.0,7.824046010856292,1874,-25.0,-69.5,Found,"Iron, IIIE"
49.33,3.8985324152456466,2002,19.99743,56.41067,Found,L6
2900.0,7.9724660159745655,2000,-23.18333,-70.43333,Found,L5
1.2,0.1823215567939546,1999,-84.0,168.0,Found,LL5
22.63,3.119276459645446,2006,-72.935,75.314167,Found,H6
16.6,2.8094026953624978,1991,-85.68066,-68.35374,Found,H5
10.39,2.340843805111136,1979,-71.5,35.66667,Found,H4
17700.0,9.78131991856192,1981,34.60667,-101.76667,Found,H6
81200.0,11.304670526149769,1887,31.91667,-98.03333,Found,"Iron, IAB-sLM"
4.6,1.5260563034950492,2011,-30.99311,131.33253,Found,L5
1.7,0.5306282510621704,1999,-84.0,168.0,Found,LL5
4.63,1.5325568680981427,1986,-71.5,35.66667,Found,L6
28.1,3.3357695763397,2000,-79.68333,155.75,Found,H6
1.36,0.3074846997479607,2010,21.23162,55.52112,Found,L6
20.71,3.030616675407493,1998,0.0,0.0,Found,Eucrite
36.9,3.6082115510464816,2007,0.0,0.0,Found,L5
33.0,3.4965075614664802,2001,0.0,0.0,Found,L5
6.8,1.916922612182061,2007,0.0,0.0,Found,L5
194.68,5.271357184965254,1979,-71.5,35.66667,Found,H5
3.88,1.355835153635182,1975,-71.5,35.66667,Found,L6
1.6,0.47000362924573563,1997,-84.0,168.0,Found,LL5
2.0,0.6931471805599453,1979,-71.5,35.66667,Found,H4
2150.0,7.673223121121708,1857,34.5,-82.03333,Found,"Iron, ungrouped"
615.0,6.421622267806518,1989,21.6,1.45,Found,H5
63.5,4.151039905898646,2009,0.0,0.0,Found,L6
18.88,2.9381031607173544,2006,-72.98306,75.25778,Found,H6
914.0,6.81783057145415,1971,-29.58333,121.16667,Found,H6
35.7,3.5751506887855933,1984,-76.85453,158.50622,Found,Aubrite
495.0,6.20455776256869,2009,0.0,0.0,Found,CM2
63.7,4.154184562578117,1978,-79.68333,155.75,Found,H6
49.3,3.8979240810486444,2009,20.66842,55.34008,Found,L6
1000.0,6.907755278982137,2013,0.0,0.0,Found,LL5
4.7,1.547562508716013,1981,-76.68861,159.36389,Found,H4
12.82,2.551006451492524,1979,-71.5,35.66667,Found,L6
660.5,6.49299712396238,2003,19.31028,55.83092,Found,L~6
1932.0,7.566311014772463,2001,18.265,54.33833,Found,L6
20.93,3.0411835364579085,1974,-71.5,35.66667,Found,H4
0.48,-0.7339691750802004,2003,-72.98306,75.22917,Found,H4
2.2,0.7884573603642703,2009,0.0,0.0,Found,CO3
1440.0,7.272398392570047,1928,40.86667,-97.6,Found,L6
430.0,6.063785208687608,1987,-84.21667,160.5,Found,H5
56.65,4.036891987474015,2006,21.22513,58.4116,Found,H5
29.2,3.374168709274236,1978,-76.71667,159.66667,Found,H5
24.1,3.1822118404966093,2009,0.0,0.0,Found,L6
1.33,0.28517894223366247,2006,-72.773056,75.339167,Found,H5
10.0,2.302585092994046,1993,-84.0,168.0,Found,H5
49.49,3.901770628963795,1979,-71.5,35.66667,Found,L6
15.9,2.766319109226186,1987,-84.27269,161.7146,Found,H5
20.24,3.0076608444192647,2000,-79.68333,155.75,Found,L6
0.81,-0.21072103131565253,2003,-72.776389,75.348056,Found,H4
515.0,6.244166900663736,1995,28.62,13.36183,Found,H4
4300000.0,15.27412558066379,1882,37.5825,-99.16361,Found,"Pallasite, PMG-an"
102.0,4.624972813284271,1993,-84.0,168.0,Found,L5
264.0,5.575949103146316,2012,0.0,0.0,Found,LL4
8.45,2.134166441369082,1974,-71.5,35.66667,Found,H5
282.0,5.641907070938114,2011,-24.85,-70.53333,Found,H5
41.4,3.7232808808312687,2000,27.3695,16.24017,Found,L6
5.73,1.7457155307266483,1974,-71.5,35.66667,Found,H5
533.0,6.278521424165844,2000,28.99533,12.98317,Found,H5
135.0,4.90527477843843,1997,27.06967,16.1675,Found,LL5-6
10.2,2.322387720290225,2000,-79.68333,159.75,Found,H4
2.15,0.7654678421395714,1979,-71.5,35.66667,Found,E3
14.7,2.6878474937846906,1997,-84.0,168.0,Found,LL5
1740.0,7.461640392208575,2011,0.0,0.0,Found,H3.4
63.6,4.152613470346076,1990,-76.28271,156.47054,Found,L6
2150.0,7.673223121121708,1940,43.8,-117.0,Found,Iron
1.27,0.23901690047049992,2003,-72.98389,75.24639,Found,L5 
76.0,4.330733340286331,1996,27.14967,16.21,Found,H6
47.8,3.86702563949741,2001,-79.68333,159.75,Found,H5
13.8,2.624668592163159,1997,-84.0,168.0,Found,LL5
8.02,2.081938421878423,2003,-72.9775,75.26306,Found,H3
18.8,2.9338568698359038,1997,-84.0,168.0,Found,LL5
0.5,-0.6931471805599453,1992,-76.08193,156.02126,Found,LL6
142.8,4.9614450499054845,1983,-76.285,157.28889,Found,H5
0.66,-0.4155154439616658,2003,-72.7844,75.3094,Found,CR2
0.94,-0.06187540371808753,1979,-71.5,35.66667,Found,E3
25.7,3.246490991901174,2010,0.0,0.0,Found,H5
6.6,1.8870696490323797,1993,-84.0,168.0,Found,L5
3130.0,8.048788283534199,1989,27.66667,4.25,Found,H3.8
1.01,0.009950330853168092,1986,-71.5,35.66667,Found,H4
228.0,5.429345628954441,2010,-25.23333,-69.71667,Found,H4
24.7,3.2068032436339315,2009,0.0,0.0,Found,L5
4.22,1.4398351280479205,2006,-72.93417,75.32,Found,H5
37.6,3.6270040503958487,1991,-85.56546,-68.44305,Found,L6
4.68,1.5432981099295553,1998,0.0,0.0,Found,LL-melt breccia
12.47,2.523325759691945,1977,-76.71667,159.66667,Found,H5
9.7,2.272125885509337,1993,-84.57572,162.56781,Found,L6
6.2,1.824549292051046,1990,-76.26645,156.45669,Found,L6
234.7,5.458308102856978,1979,-71.5,35.66667,Found,L6
3.2,1.1631508098056809,1993,-84.27391,161.68431,Found,H6
30.25,3.4094961844768505,1998,0.0,0.0,Found,H5
7.51,2.0162354657760435,1986,-71.5,35.66667,Found,L4
349.6,5.85678964378138,1987,-76.28562,157.24155,Found,Eucrite-pmict
87.77,4.474719756604026,2003,18.5453,54.02017,Found,L4
44.12,3.786913194385302,1988,-72.0,26.0,Found,H4
2.9,1.0647107369924282,1997,-72.98889,160.40611,Found,H4
456.0,6.1224928095143865,2006,-72.781111,75.305833,Found,L6
1.3,0.26236426446749106,1990,-72.95488,160.47328,Found,H5
0.4,-0.916290731874155,2007,0.0,0.0,Found,H6
3335.0,8.112227958349724,1979,-71.5,35.66667,Found,LL
64.0,4.1588830833596715,2000,26.97483,16.39017,Found,L6
44.7,3.7999735016195233,2010,0.0,0.0,Found,Winonaite
28.3,3.342861804649192,1981,-76.70167,159.40083,Found,L3.5
33.6,3.5145260669691587,1983,-76.71602,158.73123,Found,H5
587.06,6.375127029255301,1988,-72.0,26.0,Found,L6
658.0,6.489204931325317,1988,29.41667,20.5,Found,L6
54600.0,10.907789161732996,1969,53.3,126.11667,Found,"Iron, IIIAB"
5.51,1.706564623164823,1979,-71.5,35.66667,Found,L6
20.3,3.0106208860477417,2008,0.0,0.0,Found,LL6
3.87,1.3532545070416904,1998,0.0,0.0,Found,H4
0.64,-0.4462871026284195,2003,-72.773611,75.344722,Found,H5
72.0,4.276666119016055,1991,27.63861,4.12722,Found,H5
45.7,3.822098297900159,2006,0.0,0.0,Found,CO3
8.1,2.0918640616783932,1997,-84.0,168.0,Found,LL5
31.93,3.4635460067266908,2003,-72.77306,75.33917,Found,L6
2.9,1.0647107369924282,1986,-84.27379,161.69013,Found,H5
205.4,5.324959297494458,2006,0.0,0.0,Found,L5
1.4,0.3364722366212129,2010,0.0,0.0,Found,L6
16.4,2.797281334830153,1986,-71.5,35.66667,Found,H4
3.7,1.308332819650179,1991,-85.68378,-68.82427,Found,Eucrite-br
5.0,1.6094379124341003,1999,29.91667,-5.58333,Found,H4/5
5.41,1.6882490928583902,1974,-71.5,35.66667,Found,H5
29.1,3.370738174177447,2007,0.0,0.0,Found,L4
9.0,2.1972245773362196,1978,-76.71667,159.66667,Found,H6
